,index_x,completed_at,created_at,destination_address,destination_latitude,destination_longitude,duration,origin_address,origin_latitude,origin_longitude,origin_timestamp,ride_id,wait_time,date,month,day_of_week,orig_hour,orig_min,tot_orig_min,orig_sec,dropoff_hour,dropoff_min,drop_sec,pending_time,pickup_lat,pickup_long,pickup_time,dropoff_lat,dropoff_long,dropoff_time,cancel_time,noshow_time,noshow_trip,pickup_hour,pickup_min,pickup_sec,driver,vehicle,completed_trip,orig_lat_round_str,orig_lng_round_str,dest_lat_round_str,dest_lng_round_str,stringOrigCoords,stringDestCoords,origin_address_geocode,destination_address_geocode,USE_orig_lat,USE_orig_long,USE_dest_lat,USE_dest_long,old_origin_poi,origin_poi,old_destination_poi,destination_poi,pending_sec,od_pair,timePeriod1
7338,7338,2019-07-15 19:54:25-04:00,2019-07-15 19:47:09-04:00,IKEA,40.452779,-80.16833000000003,436.0,no address provided,40.44152069,-80.15193407,2019-07-15 19:47:10-04:00,4716149,0.0,2019-07-15,7,Monday,19,47,1187,71230,19,54,71665,2019-07-15 19:47:09-04:00,40.44152069,-80.15193407,2019-07-15 19:47:09-04:00,40.45298927,-80.16809078,2019-07-15 19:54:25-04:00,,,0,19.0,47.0,71229.0,actadriver1,2008,1,40.4415,-80.1519,40.4528,-80.1683,"40.4414, -80.1516","40.4522, -80.1676","100 Settlers Ridge Center Dr, McKees Rocks, PA 15136, USA","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA",40.4414,-80.1516,40.4522,-80.1676,82,82,3.0,3,71229,"82, 3",19:45:00
7587,7587,2019-07-15 21:54:58-04:00,2019-07-15 21:21:52-04:00,IKEA,40.452779,-80.16833000000003,371.0,"1000 GSK Dr, Coraopolis, PA 15108, USA",40.46042311,-80.17509151,2019-07-15 21:21:53-04:00,4716793,1614.0,2019-07-15,7,Monday,21,21,1281,76913,21,54,78898,2019-07-15 21:21:52-04:00,40.46057684,-80.17576948,2019-07-15 21:48:47-04:00,40.45297079,-80.16811659999998,2019-07-15 21:54:58-04:00,,,0,21.0,48.0,78527.0,actadriver1,2008,1,40.4604,-80.1751,40.4528,-80.1683,"40.4601, -80.1746","40.4522, -80.1676","1000 GSK Dr, Moon, PA 15108, USA","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA",40.4601,-80.1746,40.4522,-80.1676,96,95,3.0,3,76912,"95, 3",21:15:00
7875,7875,2019-07-15 10:53:33-04:00,2019-07-15 10:15:00-04:00,IKEA,40.452779,-80.16833000000003,342.0,"1000 Commerce Dr, Pittsburgh, PA 15275, USA",40.459178,-80.19442,2019-07-15 10:15:00-04:00,4713515,1971.0,2019-07-15,7,Monday,10,15,615,36900,10,53,39213,2019-07-15 10:15:00-04:00,40.45899291,-80.19547991,2019-07-15 10:47:51-04:00,40.45299781,-80.16818929,2019-07-15 10:53:33-04:00,,,0,10.0,47.0,38871.0,actadriver3,2064,1,40.4592,-80.1944,40.4528,-80.1683,"40.4591, -80.1947","40.4522, -80.1676","1000 Commerce Dr, Pittsburgh, PA 15275, USA","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA",40.4591,-80.1947,40.4522,-80.1676,132,126,3.0,3,36900,"126, 3",10:15:00
7895,7895,2019-07-15 16:02:28-04:00,2019-07-15 15:12:28-04:00,IKEA,40.452779,-80.16833000000003,13.0,"1000 Commerce Dr, Pittsburgh, PA 15275, USA",40.459178,-80.19442,2019-07-15 16:00:00-04:00,4714425,135.0,2019-07-15,7,Monday,16,0,960,57600,16,2,57748,2019-07-15 15:12:28-04:00,40.45298986,-80.16809698,2019-07-15 16:02:15-04:00,40.45298986,-80.16809698,2019-07-15 16:02:28-04:00,,,0,16.0,2.0,57735.0,actadriver1,2008,1,40.4592,-80.1944,40.4528,-80.1683,"40.4591, -80.1947","40.4522, -80.1676","1000 Commerce Dr, Pittsburgh, PA 15275, USA","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA",40.4591,-80.1947,40.4522,-80.1676,132,126,3.0,3,54748,"126, 3",16:00:00
7993,7993,2019-07-15 15:38:20-04:00,2019-07-15 14:37:43-04:00,IKEA,40.452779,-80.16833000000003,1322.0,Atrium Innovations - Technology Drive,40.45492279999999,-80.2047815,2019-07-15 15:02:00-04:00,4714311,858.0,2019-07-15,7,Monday,15,2,902,54120,15,38,56300,2019-07-15 14:37:43-04:00,40.45410109,-80.20419482,2019-07-15 15:16:18-04:00,40.45329608,-80.1682059,2019-07-15 15:38:20-04:00,,,0,15.0,16.0,54978.0,actadriver3,2064,1,40.4549,-80.2048,40.4528,-80.1683,"40.4546, -80.2051","40.4522, -80.1676","112 Technology Dr, Pittsburgh, PA 15275, USA","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA",40.4546,-80.2051,40.4522,-80.1676,133,127,3.0,3,52663,"127, 3",15:00:00
8068,8068,2019-07-15 11:24:23-04:00,2019-07-15 11:03:17-04:00,IKEA,40.452779,-80.16833000000003,996.0,Days Inn Pittsburgh Airport,40.4588414,-80.1844115,2019-07-15 11:15:00-04:00,4713641,0.0,2019-07-15,7,Monday,11,15,675,40500,11,24,41063,2019-07-15 11:03:17-04:00,40.4667845,-80.2029983,2019-07-15 11:07:47-04:00,40.43326326,-80.14187319,2019-07-15 11:24:23-04:00,,,0,11.0,7.0,40067.0,actadriver3,2064,1,40.4588,-80.1844,40.4528,-80.1683,"40.4588, -80.1843","40.4522, -80.1676","2500 Market Place Bvld, Coraopolis, PA 15108, USA","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA",40.4588,-80.1843,40.4522,-80.1676,138,131,3.0,3,39797,"131, 3",11:15:00
8098,8098,2019-07-15 12:06:08-04:00,2019-07-15 11:33:40-04:00,IKEA,40.452779,-80.16833000000003,379.0,Microtel Inn & Suites,40.4480928,-80.1822319,2019-07-15 11:33:40-04:00,4713733,1569.0,2019-07-15,7,Monday,11,33,693,41620,12,6,43568,2019-07-15 11:33:40-04:00,40.44781978,-80.18275919,2019-07-15 11:59:49-04:00,40.45296522,-80.16807552,2019-07-15 12:06:08-04:00,,,0,11.0,59.0,43189.0,actadriver1,2008,1,40.4481,-80.1822,40.4528,-80.1683,"40.448, -80.1822","40.4522, -80.1676","900 Chauvet Dr, Pittsburgh, PA 15275, USA","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA",40.448,-80.1822,40.4522,-80.1676,144,137,3.0,3,41620,"137, 3",11:30:00
8223,8239,2019-07-15 19:25:09-04:00,2019-07-15 19:07:21-04:00,IKEA,40.452779,-80.16833000000003,1068.0,"2006–2008 Cliff Mine Rd, Coraopolis, PA  15275, United States",40.45692002,-80.19329618,2019-07-15 19:07:22-04:00,4715867,0.0,2019-07-15,7,Monday,19,7,1147,68842,19,25,69909,2019-07-15 19:07:21-04:00,40.45692002,-80.19329618,2019-07-15 19:07:21-04:00,40.45333885,-80.16809258,2019-07-15 19:25:09-04:00,,,0,19.0,7.0,68841.0,actadriver3,2064,1,40.4569,-80.1933,40.4528,-80.1683,"40.4567, -80.1928","40.4522, -80.1676","SUMMIT Park Bldg, Pittsburgh, PA 15275, USA","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA",40.4567,-80.1928,40.4522,-80.1676,201,183,3.0,3,68841,"183, 3",19:00:00
8276,8296,2019-07-15 14:48:32-04:00,2019-07-15 14:28:42-04:00,IKEA,40.452779,-80.16833000000003,497.0,"137 Industry Dr, Pittsburgh, PA 15275, USA",40.46032796,-80.20381529,2019-07-15 14:28:42-04:00,4714287,693.0,2019-07-15,7,Monday,14,28,868,52122,14,48,53312,2019-07-15 14:28:42-04:00,40.46062355,-80.20381068,2019-07-15 14:40:15-04:00,40.45328669,-80.16822605,2019-07-15 14:48:32-04:00,,,0,14.0,40.0,52815.0,actadriver3,2064,1,40.4603,-80.2038,40.4528,-80.1683,"40.4603, -80.2039","40.4522, -80.1676","137 Industry Dr, Pittsburgh, PA 15275, USA","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA",40.4603,-80.2039,40.4522,-80.1676,258,233,3.0,3,52122,"233, 3",14:15:00
8315,8340,2019-07-15 19:10:54-04:00,2019-07-15 18:01:52-04:00,IKEA,40.465847,-80.19898094,,Wyndham Garden Pittsburgh Airport,40.465847,-80.19898094,2019-07-15 18:40:05-04:00,4715345,,2019-07-15,7,Monday,18,40,1120,67205,19,10,69054,2019-07-15 18:01:52-04:00,40.465847,-80.19898094,2019-07-15 19:10:54-04:00,40.465847,-80.19898094,2019-07-15 19:10:54-04:00,,2019-07-15 19:10:54-04:00,1,19.0,10.0,69054.0,actadriver3,2064,1,40.4658,-80.199,40.4658,-80.199,"40.4658, -80.1986","40.4658, -80.1986","1 Industry Ln, Pittsburgh, PA 15275, USA","1 Industry Ln, Pittsburgh, PA 15275, USA",40.4658,-80.1986,40.4658,-80.1986,0,0,0.0,0,64912,"0, 0",18:30:00
8432,8457,2019-07-15 23:28:16-04:00,2019-07-15 23:12:07-04:00,Wyndham Garden Pittsburgh Airport,40.465847,-80.1989809,969.0,IKEA,40.452779,-80.16833000000003,2019-07-15 23:12:08-04:00,4717371,0.0,2019-07-15,7,Monday,23,12,1392,83528,23,28,84496,2019-07-15 23:12:07-04:00,40.45302155,-80.16807318,2019-07-15 23:12:07-04:00,40.46554327,-80.19785048,2019-07-15 23:28:16-04:00,,,0,23.0,12.0,83527.0,actadriver1,2008,1,40.4528,-80.1683,40.4658,-80.199,"40.4522, -80.1676","40.4658, -80.1986","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","1 Industry Ln, Pittsburgh, PA 15275, USA",40.4522,-80.1676,40.4658,-80.1986,3,3,0.0,0,83527,"3, 0",23:00:00
8801,8827,2019-07-15 21:51:50-04:00,2019-07-15 21:31:45-04:00,Walmart,40.447275,-80.17630799999998,616.0,IKEA,40.452779,-80.16833000000003,2019-07-15 21:31:45-04:00,4716871,589.0,2019-07-15,7,Monday,21,31,1291,77505,21,51,78710,2019-07-15 21:31:45-04:00,40.46667587,-80.20312152,2019-07-15 21:41:34-04:00,40.45338037,-80.17103626,2019-07-15 21:51:50-04:00,,,0,21.0,41.0,78094.0,actadriver3,2064,1,40.4528,-80.1683,40.4473,-80.1763,"40.4522, -80.1676","40.4477, -80.1761","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","250 Summit Park Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.4477,-80.1761,3,3,20.0,20,77505,"3, 20",21:30:00
8827,8853,2019-07-15 20:03:38-04:00,2019-07-15 19:44:43-04:00,Walmart,40.447275,-80.17630799999998,1135.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 19:44:44-04:00,4716131,0.0,2019-07-15,7,Monday,19,44,1184,71084,20,3,72218,2019-07-15 19:44:43-04:00,40.45300876,-80.16816513,2019-07-15 19:44:43-04:00,40.44973332,-80.17505572,2019-07-15 20:03:38-04:00,,,0,19.0,44.0,71083.0,actadriver3,2064,1,40.4528,-80.1683,40.4473,-80.1763,"40.4522, -80.1676","40.4477, -80.1761","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","250 Summit Park Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.4477,-80.1761,3,3,20.0,20,71083,"3, 20",19:30:00
8828,8854,2019-07-15 10:32:52-04:00,2019-07-15 10:26:29-04:00,Walmart,40.447275,-80.17630799999998,383.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 10:26:29-04:00,4713555,0.0,2019-07-15,7,Monday,10,26,626,37589,10,32,37972,2019-07-15 10:26:29-04:00,40.45300683,-80.16811274,2019-07-15 10:26:29-04:00,40.44788613,-80.17623939,2019-07-15 10:32:52-04:00,,,0,10.0,26.0,37589.0,actadriver3,2064,1,40.4528,-80.1683,40.4473,-80.1763,"40.4522, -80.1676","40.4477, -80.1761","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","250 Summit Park Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.4477,-80.1761,3,3,20.0,20,37589,"3, 20",10:15:00
8858,8884,2019-07-15 16:40:54-04:00,2019-07-15 16:33:20-04:00,Walmart,40.447275,-80.17630799999998,454.0,IKEA,40.452779,-80.16833000000003,2019-07-15 16:33:21-04:00,4714783,0.0,2019-07-15,7,Monday,16,33,993,59601,16,40,60054,2019-07-15 16:33:20-04:00,40.45674785,-80.16839907,2019-07-15 16:33:20-04:00,40.44797413,-80.17571052,2019-07-15 16:40:54-04:00,,,0,16.0,33.0,59600.0,actadriver1,2008,1,40.4528,-80.1683,40.4473,-80.1763,"40.4522, -80.1676","40.4477, -80.1761","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","250 Summit Park Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.4477,-80.1761,3,3,20.0,20,59600,"3, 20",16:30:00
8886,8912,2019-07-15 17:11:42-04:00,2019-07-15 16:59:19-04:00,Walmart,40.447275,-80.17630799999998,743.0,"1829–1999 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.45331534,-80.16815502,2019-07-15 16:59:20-04:00,4714915,0.0,2019-07-15,7,Monday,16,59,1019,61160,17,11,61902,2019-07-15 16:59:19-04:00,40.45331534,-80.16815502,2019-07-15 16:59:19-04:00,40.46101611,-80.19309972,2019-07-15 17:11:42-04:00,,,0,16.0,59.0,61159.0,actadriver3,2064,1,40.4533,-80.1682,40.4473,-80.1763,"40.4522, -80.1676","40.4477, -80.1761","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","250 Summit Park Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.4477,-80.1761,3,3,20.0,20,61159,"3, 20",16:45:00
8898,8924,2019-07-15 14:55:56-04:00,2019-07-15 14:49:47-04:00,Walmart,40.447275,-80.17630799999998,369.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 14:49:48-04:00,4714345,0.0,2019-07-15,7,Monday,14,49,889,53388,14,55,53756,2019-07-15 14:49:47-04:00,40.45298595,-80.16820412,2019-07-15 14:49:47-04:00,40.44796673,-80.17576299,2019-07-15 14:55:56-04:00,,,0,14.0,49.0,53387.0,actadriver3,2064,1,40.4528,-80.1683,40.4473,-80.1763,"40.4522, -80.1676","40.4477, -80.1761","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","250 Summit Park Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.4477,-80.1761,3,3,20.0,20,53387,"3, 20",14:45:00
9000,9026,2019-07-15 18:47:25-04:00,2019-07-15 17:55:49-04:00,IKEA,40.447275,-80.17630799999998,,Walmart,40.447275,-80.17630799999998,2019-07-15 17:55:49-04:00,4715297,,2019-07-15,7,Monday,17,55,1075,64549,18,47,67645,2019-07-15 17:55:49-04:00,40.447275,-80.17630799999998,2019-07-15 18:47:25-04:00,40.447275,-80.17630799999998,2019-07-15 18:47:25-04:00,,2019-07-15 18:47:25-04:00,1,18.0,47.0,67645.0,actadriver1,2008,1,40.4473,-80.1763,40.4473,-80.1763,"40.4477, -80.1761","40.4477, -80.1761","250 Summit Park Dr, Coraopolis, PA 15108, USA","250 Summit Park Dr, Coraopolis, PA 15108, USA",40.4477,-80.1761,40.4477,-80.1761,20,20,20.0,20,64549,"20, 20",17:45:00
9012,9038,2019-07-15 15:51:20-04:00,2019-07-15 15:46:09-04:00,Walmart,40.447275,-80.17630799999998,311.0,"121 Costco Dr, Pittsburgh, PA  15205, United States",40.45763503,-80.16774134,2019-07-15 15:46:09-04:00,4714577,0.0,2019-07-15,7,Monday,15,46,946,56769,15,51,57080,2019-07-15 15:46:09-04:00,40.45763503,-80.16774134,2019-07-15 15:46:09-04:00,40.45671149,-80.17962136,2019-07-15 15:51:20-04:00,,,0,15.0,46.0,56769.0,actadriver3,2064,1,40.4576,-80.1677,40.4473,-80.1763,"40.4579, -80.1682","40.4477, -80.1761","121 Costco Dr, Pittsburgh, PA 15205, USA","250 Summit Park Dr, Coraopolis, PA 15108, USA",40.4579,-80.1682,40.4477,-80.1761,21,21,20.0,20,56769,"21, 20",15:45:00
10525,10555,2019-07-15 07:56:48-04:00,2019-07-15 07:48:31-04:00,IBEX Global,40.467234999999995,-80.202647,336.0,IKEA,40.452779,-80.16833000000003,2019-07-15 07:48:31-04:00,4713063,161.0,2019-07-15,7,Monday,7,48,468,28111,7,56,28608,2019-07-15 07:48:31-04:00,40.4529969,-80.16807703,2019-07-15 07:51:12-04:00,40.46302862,-80.17664971,2019-07-15 07:56:48-04:00,,,0,7.0,51.0,28272.0,actadriver1,2008,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,28111,"3, 4",07:45:00
10527,10557,2019-07-15 09:20:32-04:00,2019-07-15 09:15:55-04:00,IBEX Global,40.467234999999995,-80.202647,45.0,IKEA,40.452779,-80.16833000000003,2019-07-15 09:20:00-04:00,4713325,0.0,2019-07-15,7,Monday,9,20,560,33600,9,20,33632,2019-07-15 09:15:55-04:00,40.45295889,-80.16810553,2019-07-15 09:19:47-04:00,40.45329605,-80.16784024,2019-07-15 09:20:32-04:00,,,0,9.0,19.0,33587.0,actadriver1,2008,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,33355,"3, 4",09:15:00
10559,10589,2019-07-15 10:45:01-04:00,2019-07-15 10:24:55-04:00,IBEX Global,40.467234999999995,-80.202647,973.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 10:24:56-04:00,4713543,232.0,2019-07-15,7,Monday,10,24,624,37496,10,45,38701,2019-07-15 10:24:55-04:00,40.45373673,-80.17145103,2019-07-15 10:28:48-04:00,40.4665672,-80.20312345,2019-07-15 10:45:01-04:00,,,0,10.0,28.0,37728.0,actadriver3,2064,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,37495,"3, 4",10:15:00
10567,10597,2019-07-15 10:11:52-04:00,2019-07-15 09:54:35-04:00,IBEX Global,40.467234999999995,-80.202647,1037.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 09:54:35-04:00,4713437,0.0,2019-07-15,7,Monday,9,54,594,35675,10,11,36712,2019-07-15 09:54:35-04:00,40.45297125,-80.16817368,2019-07-15 09:54:35-04:00,40.46663267,-80.20312496,2019-07-15 10:11:52-04:00,,,0,9.0,54.0,35675.0,actadriver3,2064,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,35675,"3, 4",09:45:00
10608,10638,2019-07-15 09:30:43-04:00,2019-07-15 09:19:58-04:00,IBEX Global,40.467234999999995,-80.202647,645.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 09:19:58-04:00,4713345,0.0,2019-07-15,7,Monday,9,19,559,33598,9,30,34243,2019-07-15 09:19:58-04:00,40.45300038,-80.1681383,2019-07-15 09:19:58-04:00,40.46667353,-80.20314381,2019-07-15 09:30:43-04:00,,,0,9.0,19.0,33598.0,actadriver3,2064,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,33598,"3, 4",09:15:00
10629,10659,2019-07-15 11:17:47-04:00,2019-07-15 11:09:22-04:00,IBEX Global,40.467234999999995,-80.202647,505.0,IKEA,40.452779,-80.16833000000003,2019-07-15 11:09:23-04:00,4713667,0.0,2019-07-15,7,Monday,11,9,669,40163,11,17,40667,2019-07-15 11:09:22-04:00,40.45295822,-80.1681228,2019-07-15 11:09:22-04:00,40.46665534,-80.20308573,2019-07-15 11:17:47-04:00,,,0,11.0,9.0,40162.0,actadriver1,2008,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,40162,"3, 4",11:00:00
10753,10783,2019-07-15 08:28:20-04:00,2019-07-15 08:20:15-04:00,IBEX Global,40.467234999999995,-80.202647,485.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 08:20:16-04:00,4713133,0.0,2019-07-15,7,Monday,8,20,500,30016,8,28,30500,2019-07-15 08:20:15-04:00,40.45301476,-80.16809531,2019-07-15 08:20:15-04:00,40.46652752,-80.2029232,2019-07-15 08:28:20-04:00,,,0,8.0,20.0,30015.0,actadriver3,2064,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,30015,"3, 4",08:15:00
10767,10797,2019-07-15 09:00:49-04:00,2019-07-15 08:48:24-04:00,IBEX Global,40.467234999999995,-80.202647,745.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 08:48:23-04:00,4713217,1.0,2019-07-15,7,Monday,8,48,528,31703,9,0,32449,2019-07-15 08:48:24-04:00,40.45297125,-80.16815155,2019-07-15 08:48:24-04:00,40.46668543,-80.20312109999998,2019-07-15 09:00:49-04:00,,,0,8.0,48.0,31704.0,actadriver3,2064,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,31704,"3, 4",08:45:00
10786,10816,2019-07-15 11:07:01-04:00,2019-07-15 10:53:52-04:00,IBEX Global,40.467234999999995,-80.202647,789.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 10:53:53-04:00,4713609,0.0,2019-07-15,7,Monday,10,53,653,39233,11,7,40021,2019-07-15 10:53:52-04:00,40.45299751,-80.16818967,2019-07-15 10:53:52-04:00,40.46666716,-80.20312605,2019-07-15 11:07:01-04:00,,,0,10.0,53.0,39232.0,actadriver3,2064,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,39232,"3, 4",10:45:00
10789,10819,2019-07-15 10:45:03-04:00,2019-07-15 10:26:29-04:00,IBEX Global,40.467234999999995,-80.202647,1114.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 10:26:29-04:00,4713553,0.0,2019-07-15,7,Monday,10,26,626,37589,10,45,38703,2019-07-15 10:26:29-04:00,40.45300683,-80.16811274,2019-07-15 10:26:29-04:00,40.4665672,-80.20312345,2019-07-15 10:45:03-04:00,,,0,10.0,26.0,37589.0,actadriver3,2064,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,37589,"3, 4",10:15:00
10797,10827,2019-07-15 12:25:05-04:00,2019-07-15 12:15:50-04:00,IBEX Global,40.467234999999995,-80.202647,555.0,IKEA,40.452779,-80.16833000000003,2019-07-15 12:15:51-04:00,4713847,0.0,2019-07-15,7,Monday,12,15,735,44151,12,25,44705,2019-07-15 12:15:50-04:00,40.45299191,-80.16807854,2019-07-15 12:15:50-04:00,40.46664972,-80.20309386,2019-07-15 12:25:05-04:00,,,0,12.0,15.0,44150.0,actadriver1,2008,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,44150,"3, 4",12:15:00
10820,10850,2019-07-15 08:08:01-04:00,2019-07-15 07:51:24-04:00,IBEX Global,40.467234999999995,-80.202647,996.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 07:51:25-04:00,4713077,0.0,2019-07-15,7,Monday,7,51,471,28285,8,8,29281,2019-07-15 07:51:24-04:00,40.45299787,-80.16812783,2019-07-15 07:51:25-04:00,40.46665454,-80.20312496,2019-07-15 08:08:01-04:00,,,0,7.0,51.0,28285.0,actadriver3,2064,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,28284,"3, 4",07:45:00
10823,10853,2019-07-15 07:24:31-04:00,2019-07-15 07:07:20-04:00,IBEX Global,40.467234999999995,-80.202647,1031.0,"2001 Park Manor Blvd, Pittsburgh, PA  15205, United States",40.452779,-80.16833000000003,2019-07-15 07:07:20-04:00,4712931,0.0,2019-07-15,7,Monday,7,7,427,25640,7,24,26671,2019-07-15 07:07:20-04:00,40.45297259,-80.16815926,2019-07-15 07:07:20-04:00,40.46658912,-80.20315303,2019-07-15 07:24:31-04:00,,,0,7.0,7.0,25640.0,actadriver3,2064,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,25640,"3, 4",07:00:00
10829,10859,2019-07-15 13:14:33-04:00,2019-07-15 13:01:04-04:00,IBEX Global,40.467234999999995,-80.202647,808.0,IKEA,40.452779,-80.16833000000003,2019-07-15 13:01:05-04:00,4714015,0.0,2019-07-15,7,Monday,13,1,781,46865,13,14,47673,2019-07-15 13:01:04-04:00,40.45296828,-80.16814861,2019-07-15 13:01:05-04:00,40.4666724,-80.20310014,2019-07-15 13:14:33-04:00,,,0,13.0,1.0,46865.0,actadriver1,2008,1,40.4528,-80.1683,40.4672,-80.2026,"40.4522, -80.1676","40.467, -80.2035","Park Manor Blvd at Ikea, Robinson Township, PA 15205, USA","200 Industry Dr, Coraopolis, PA 15108, USA",40.4522,-80.1676,40.467,-80.2035,3,3,4.0,4,46864,"3, 4",13:00:00
